date,actual_cases,new_cases_last_week,new_cases_2w_ago,active_cases,G_anti-mask-law,G_coronavirus,G_cough,G_covid,G_fatigue,G_fever,G_flu,G_headache,G_lockdown,G_mask,G_sick,G_symptoms,G_tired,G_virus,T_CB_canada-covid19,T_CB_cases-today,T_CB_coronavirus-cases,T_CB_covid-cases,T_CB_covid19-cases,T_CB_covid19-pandemic,T_CB_have-increased,T_CB_johns-hopkins,T_CB_new-covid,T_CB_new-covid19,T_CB_social-distancing,T_CB_spread-of,T_CB_surged-to,T_CB_tested-positive,T_CB_wave-of,T_CU_case,T_CU_cases,T_CU_corona,T_CU_coronavirus,T_CU_covid,T_CU_covid19,T_CU_death,T_CU_deaths,T_CU_hopkins,T_CU_lockdown,T_CU_new,T_CU_ontario,T_CU_ottawa,T_CU_pandemic,T_CU_quarantinepositive,T_CU_testing,T_CU_tests,T_CU_toronto,T_GB_a-pandemic,T_GB_cases-of,T_GB_coronavirus-cases,T_GB_coronavirus-in,T_GB_covid-19,T_GB_covid19-cases,T_GB_covid19-in,T_GB_covid19-pandemic,T_GB_covid19-testing,T_GB_face-masks,T_GB_new-cases,T_GB_social-distancing,T_GB_spread-of,T_GB_tested-positive,T_GB_the-pandemic,T_GB_the-virus,T_GB_to-wear,T_GU_corona,T_GU_crisis,T_GU_death,T_GU_deaths,T_GU_positive,T_GU_restrictions
2020-04-18,11994,10134,9735,20925,20,451,427,482,359,487,261,607,343,273,445,467,430,375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,2,5,17,0,0,0,3,4,6,0,3,0,1,0,11,0,0,0,0,6,1,2,1,0,1,1,15,7,0,6,5,1,1059,12,6,3,11,0
2020-04-19,11883,10417,9553,21629,13,455,401,478,379,468,245,626,327,272,445,461,431,356,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,18,4,9,26,0,1,0,2,8,8,1,5,0,1,0,9,1,3,1,2,9,1,5,4,2,3,3,18,7,3,4,8,1,961,15,9,12,16,0
2020-04-20,11836,10953,9145,22518,13,463,384,474,387,440,242,628,314,275,449,452,431,343,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,17,5,14,32,1,1,0,2,6,10,1,6,0,1,0,11,2,4,2,3,19,2,9,11,2,3,4,22,9,3,6,10,1,797,18,13,17,18,6
2020-04-21,11626,11427,9263,23496,13,452,362,464,366,432,234,609,294,278,440,446,458,326,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,12,8,15,43,1,1,0,2,8,11,1,9,0,1,0,7,3,5,6,7,24,6,13,22,3,4,5,26,13,3,8,12,1,709,20,15,20,17,8
2020-04-22,11561,11498,9326,24273,13,422,363,453,353,433,229,619,269,288,445,440,468,314,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,1,10,10,16,55,1,1,0,2,10,13,1,12,0,1,0,8,3,6,7,9,34,12,20,30,3,6,5,25,14,5,6,13,1,626,26,17,24,21,12
2020-04-23,11284,12122,9381,25282,13,391,354,448,363,429,231,620,264,304,447,435,468,307,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,2,1,9,12,22,61,1,1,0,2,10,15,2,15,0,1,0,8,3,11,9,11,42,14,23,39,4,6,5,27,18,5,6,16,2,526,31,20,25,20,14
2020-04-24,10994,12253,9563,26210,13,380,326,442,348,425,225,620,262,321,462,437,478,298,0,0,0,0,1,5,0,0,0,1,1,1,0,1,0,2,2,8,14,22,73,1,1,0,3,14,15,2,16,0,0,0,8,3,13,9,12,49,16,27,43,6,9,5,30,21,6,6,16,3,427,30,21,29,24,16
2020-04-25,11326,11994,10134,26897,7,370,324,433,352,420,221,603,266,329,460,431,469,286,0,0,0,0,1,5,0,0,0,1,1,1,0,0,0,2,2,5,17,21,72,1,1,0,5,15,14,3,15,0,0,0,4,3,14,11,14,56,16,28,51,8,10,4,31,21,7,7,16,3,310,36,18,28,26,16
2020-04-26,11485,11883,10417,27269,14,360,323,424,353,415,220,603,269,341,460,425,468,276,0,0,0,0,2,5,0,0,0,2,1,1,0,0,0,2,2,5,17,22,72,1,1,0,7,14,16,3,15,0,0,0,6,2,12,12,14,56,16,24,57,6,10,3,27,22,4,9,11,4,264,34,16,23,21,17
2020-04-27,12458,11836,10953,27842,14,355,319,417,361,407,218,591,274,348,455,424,497,266,0,0,0,0,3,4,0,0,0,2,1,1,0,0,0,2,3,4,18,18,78,0,1,0,9,16,15,3,16,0,0,0,5,3,13,15,15,53,16,25,60,8,10,5,22,26,6,8,11,5,255,41,15,25,25,13
2020-04-28,12308,11626,11427,28380,14,335,318,417,362,401,220,592,283,352,460,419,471,261,0,0,0,0,4,7,0,0,0,3,2,1,0,1,0,0,5,3,17,21,83,0,1,0,12,18,20,5,16,0,0,0,7,2,16,14,11,49,15,24,53,8,10,6,18,24,10,9,9,6,255,46,16,27,29,12
2020-04-29,12110,11561,11498,28742,14,325,317,418,375,393,220,590,281,351,471,431,466,256,1,0,0,0,4,8,0,0,0,3,2,1,0,1,0,0,5,6,18,25,101,1,2,0,13,22,21,6,17,0,0,0,10,5,19,18,16,58,13,26,57,9,11,6,21,24,11,8,10,7,264,52,19,35,34,16
2020-04-30,11904,11284,12122,29164,14,320,321,414,392,384,216,574,280,349,505,435,490,247,1,0,0,0,4,8,0,0,0,3,2,0,0,1,0,0,5,7,23,26,118,1,2,0,13,27,25,7,15,0,0,0,14,5,20,23,20,64,14,32,65,9,15,8,29,29,14,11,11,8,299,62,24,57,44,26
2020-05-01,11841,10994,12253,29495,14,294,321,406,415,376,210,564,272,355,503,427,479,241,1,0,0,0,3,9,0,0,0,2,1,1,0,1,0,0,5,7,26,33,144,1,2,0,12,29,31,7,18,0,1,0,17,7,21,30,20,84,17,34,76,11,13,10,30,30,15,16,12,8,337,78,27,65,50,34
2020-05-02,11353,11326,11994,29895,14,268,307,403,409,370,205,549,271,360,494,428,492,233,2,0,0,0,4,11,0,0,0,2,1,1,0,1,0,0,6,7,25,37,147,1,2,0,9,28,37,7,20,0,1,1,18,8,26,30,24,101,21,44,93,13,13,12,35,35,17,20,15,9,377,91,31,82,64,45
2020-05-03,11017,11485,11883,30276,7,241,303,398,397,360,199,534,267,351,486,433,491,227,2,0,0,0,5,10,0,0,0,2,1,1,0,1,0,0,7,8,30,36,165,1,1,0,9,27,35,6,22,0,1,1,18,8,26,33,27,116,24,45,110,16,14,12,37,35,18,20,20,8,408,102,35,84,73,51
2020-05-04,9624,12458,11836,31615,7,215,282,395,387,362,187,525,261,349,476,432,478,226,3,0,0,0,4,11,0,0,0,2,3,1,0,1,0,0,8,7,31,39,173,3,2,0,7,29,38,7,25,0,1,2,18,7,25,32,28,122,30,44,112,15,17,15,47,30,20,20,18,8,450,101,39,91,79,51
2020-05-05,9329,12308,11626,31776,7,205,275,387,412,358,178,522,250,353,462,432,499,220,3,0,0,0,3,8,0,0,0,1,2,1,0,0,0,0,8,9,31,37,177,3,4,0,7,30,33,6,25,0,1,2,16,7,26,34,28,131,33,46,127,17,18,17,56,32,17,20,21,8,470,111,46,92,81,55
2020-05-06,9219,12110,11561,31881,7,201,271,377,395,356,169,527,245,355,432,418,503,213,2,0,0,0,3,6,0,0,0,1,2,1,0,0,0,0,9,7,32,37,168,3,4,0,7,28,32,5,23,0,1,2,11,5,30,33,23,128,31,42,129,16,17,20,54,34,14,22,19,8,501,104,47,90,75,53
2020-05-07,8881,11904,11284,32010,13,196,260,370,394,357,157,533,243,352,397,409,485,210,4,0,0,0,3,8,0,0,0,1,2,2,0,0,0,1,11,6,31,37,174,3,5,0,9,29,32,3,24,0,1,2,9,7,26,28,21,137,31,35,128,15,13,19,51,29,14,21,18,7,519,101,47,78,73,47
2020-05-08,8594,11841,10994,32269,19,195,248,365,387,354,152,531,235,335,392,409,487,205,4,0,0,0,3,9,0,0,0,1,2,2,0,0,0,3,11,5,33,35,168,3,7,0,11,31,31,4,26,0,1,2,9,7,32,27,23,129,33,36,133,18,13,22,48,36,13,20,18,6,527,102,46,80,76,46
2020-05-09,8304,11353,11326,32603,31,191,260,358,392,344,151,539,231,327,401,405,485,201,3,0,0,0,3,7,0,0,0,2,2,3,0,0,0,3,11,7,33,39,172,3,7,0,12,35,30,4,23,0,2,1,10,7,27,26,22,118,33,28,121,16,13,22,47,39,11,20,21,5,529,96,45,73,68,41
2020-05-10,8295,11017,11485,32697,38,186,241,352,410,343,148,545,223,328,408,397,495,197,3,0,0,0,3,8,0,0,0,1,3,3,0,0,0,3,11,7,27,38,171,3,7,0,11,36,31,6,20,0,2,1,9,7,30,24,21,126,32,33,109,18,10,21,45,42,12,18,17,6,516,87,44,70,70,37
2020-05-11,8254,9624,12458,32856,38,180,256,345,410,330,144,544,209,323,409,400,466,186,2,0,0,0,5,7,0,0,0,2,1,3,0,1,0,4,11,7,28,40,176,2,6,0,12,36,34,7,17,0,2,1,13,8,31,24,23,123,28,31,103,19,7,16,39,40,10,18,18,6,488,82,40,60,63,37
2020-05-12,8143,9329,12308,33009,44,178,255,342,396,334,141,536,206,318,408,400,474,183,2,1,0,0,6,8,0,0,0,3,1,3,0,2,0,4,10,6,32,41,183,2,4,0,13,37,34,6,17,0,2,2,14,9,31,23,27,120,26,31,97,16,6,14,32,40,11,19,20,5,479,72,37,59,70,36
2020-05-13,8100,9219,12110,32936,50,176,242,345,409,327,139,542,207,322,413,401,483,183,2,1,0,0,8,9,0,0,0,3,2,3,0,2,0,4,11,7,37,42,192,1,3,0,13,36,40,7,18,0,3,2,16,9,24,22,30,113,28,28,100,19,11,13,35,41,13,21,27,6,469,77,37,56,78,34
2020-05-14,8030,8881,11904,32836,50,174,237,345,405,325,140,548,211,335,406,400,477,176,0,1,0,0,10,7,0,0,0,3,2,2,0,2,0,3,11,7,34,39,186,1,2,0,12,34,36,10,19,0,3,2,14,12,25,21,30,110,29,34,106,29,13,14,36,45,14,25,31,6,441,75,39,61,79,37
2020-05-15,7980,8594,11841,32966,44,172,246,345,408,325,139,552,211,343,395,403,469,175,1,1,0,0,10,4,0,0,0,3,2,1,0,2,0,1,10,7,31,41,176,2,0,0,11,29,38,9,13,0,2,2,13,12,17,18,29,103,27,30,118,27,12,11,36,40,14,29,31,7,435,71,42,60,76,32
2020-05-16,8012,8304,11353,33253,32,171,241,344,412,320,137,548,210,348,386,399,470,172,2,1,0,0,12,6,0,0,0,3,2,0,0,2,0,1,13,5,28,37,187,2,0,0,10,29,37,9,16,0,1,2,13,14,17,18,29,115,28,29,123,28,14,10,41,31,15,26,31,9,419,70,52,64,73,31
2020-05-17,7979,8295,11017,33444,32,168,252,342,396,315,132,543,219,343,379,399,479,169,2,1,0,0,12,6,0,0,0,4,2,0,0,2,0,1,14,5,29,44,187,2,0,0,10,34,37,7,16,0,1,3,14,17,19,17,26,104,29,26,121,24,17,12,43,31,13,29,31,8,438,72,48,66,66,33
2020-05-18,7809,8254,9624,33736,25,166,235,340,391,323,134,567,225,344,375,392,492,167,2,1,0,0,10,6,0,0,0,3,3,0,0,1,0,0,13,6,28,47,182,1,0,0,10,40,32,8,15,0,3,2,11,16,21,18,27,119,31,34,130,22,19,14,46,34,12,34,34,8,484,76,54,77,73,35
2020-05-19,7760,8143,9329,34067,19,163,242,331,405,312,136,560,221,344,378,394,475,161,2,0,0,0,11,5,0,0,0,3,3,0,0,0,0,0,17,6,27,50,175,1,0,0,6,40,33,9,13,0,3,1,11,16,22,17,24,132,33,35,127,24,23,15,64,36,11,33,32,10,530,77,53,80,79,37
2020-05-20,7621,8100,9219,34300,19,158,242,324,415,306,136,544,215,333,392,396,487,154,3,0,0,0,10,5,0,0,0,3,2,0,0,0,0,0,17,5,21,50,176,1,2,0,5,42,39,9,13,0,2,1,12,16,24,19,21,139,35,36,116,24,19,16,61,34,12,32,28,8,526,71,48,83,74,38
2020-05-21,7436,8030,8881,34528,19,153,252,319,403,303,132,527,208,326,391,391,480,153,3,0,0,1,9,5,0,0,1,4,4,0,0,0,0,0,18,6,22,54,182,1,2,0,4,47,43,6,11,0,2,1,16,11,22,20,23,132,36,31,107,22,17,17,62,33,10,29,28,8,523,71,47,81,72,34
2020-05-22,7257,7980,8594,34648,19,148,250,314,403,304,132,525,204,336,397,385,479,150,2,0,0,1,10,5,0,0,1,4,4,0,0,0,0,0,20,7,20,55,171,0,2,0,3,46,39,7,13,0,2,1,14,9,24,23,23,133,35,31,87,20,20,17,66,33,12,25,28,8,533,85,46,78,72,35
2020-05-23,6979,8012,8304,34887,19,144,240,313,380,317,131,535,194,341,392,390,470,145,1,0,0,1,9,4,0,0,1,7,5,0,0,0,0,1,18,10,19,60,168,2,3,0,2,46,39,7,14,0,2,1,13,7,24,25,21,124,35,37,86,20,21,17,63,35,14,26,31,8,540,80,34,68,75,37
2020-05-24,6556,7979,8295,35271,12,142,232,314,393,315,134,529,178,343,393,393,462,141,2,0,0,1,7,4,0,0,1,6,4,0,0,0,0,1,16,9,21,58,168,4,4,0,3,47,40,8,17,0,2,0,21,7,22,24,22,133,38,38,89,21,18,17,60,32,15,25,31,8,517,84,39,73,77,34
2020-05-25,6405,7809,8254,35479,12,139,233,318,404,320,133,519,169,346,396,394,484,140,2,0,0,1,9,5,0,0,1,8,3,0,0,1,0,1,17,10,23,57,170,4,4,0,4,46,43,6,20,0,0,1,22,7,22,22,19,126,34,33,83,21,17,17,72,34,15,22,31,8,480,88,40,65,69,35
2020-05-26,6196,7760,8143,35732,18,135,218,324,414,319,128,527,161,344,438,389,485,139,2,0,0,1,10,5,0,0,1,8,3,0,0,1,0,1,15,11,25,53,184,5,4,0,6,47,48,5,19,0,1,1,28,6,19,22,22,120,33,31,86,20,12,15,58,33,15,22,30,8,433,81,38,68,53,33
2020-05-27,5890,7621,8100,35911,12,133,209,324,393,315,127,525,149,344,452,389,467,138,1,0,0,1,11,6,0,0,1,11,3,0,0,3,0,2,16,9,23,56,177,5,3,0,9,49,40,5,19,0,2,1,28,6,16,22,29,121,34,31,92,21,11,14,64,32,17,26,33,14,445,82,44,72,60,33
2020-05-28,5685,7436,8030,35855,6,131,196,323,398,305,125,540,138,327,464,393,479,134,2,0,0,0,11,7,0,0,0,10,1,1,0,3,0,2,14,8,21,59,184,5,3,0,11,48,35,5,19,0,2,1,25,7,18,25,28,121,34,30,96,15,15,17,66,30,21,27,29,18,436,81,43,71,65,40
2020-05-29,5316,7257,7980,36067,6,130,182,323,394,300,121,529,132,298,475,391,487,129,2,0,0,0,11,7,0,0,0,11,1,1,0,4,0,3,13,7,22,55,192,5,4,0,12,52,36,4,18,0,3,1,28,7,15,22,30,126,34,29,93,15,17,18,66,29,20,26,28,19,419,59,43,74,71,45
2020-05-30,5066,6979,8012,36236,6,126,188,319,399,298,116,510,127,274,486,384,491,128,2,1,0,0,11,7,0,0,0,9,0,1,0,4,0,4,13,4,24,46,184,4,3,0,17,52,34,3,15,0,3,1,28,7,20,22,35,122,33,24,89,13,14,23,66,39,22,28,24,17,410,56,50,88,75,47
2020-05-31,4808,6556,7979,36334,6,122,179,312,397,303,110,508,135,260,491,379,491,124,1,1,0,0,12,6,0,0,0,10,0,1,0,4,0,4,14,4,21,43,182,2,2,0,16,49,34,2,11,0,3,1,19,5,19,24,37,115,32,26,85,13,15,24,64,44,23,30,29,17,403,53,50,96,78,51
2020-06-01,4703,6405,7809,36148,13,118,181,304,385,286,99,516,136,247,485,382,473,120,1,1,0,0,11,5,0,0,0,9,0,1,0,3,1,5,13,2,17,41,176,2,2,0,16,46,33,1,8,0,3,0,16,4,18,24,42,106,33,29,82,13,14,28,49,38,25,28,28,18,389,47,53,99,85,48
2020-06-02,4500,6196,7760,36090,13,115,178,297,379,285,92,505,139,234,444,379,474,120,1,1,0,0,9,6,0,0,0,9,0,1,0,4,1,5,11,0,13,40,164,1,2,0,14,45,26,1,9,0,3,0,9,5,20,23,45,99,32,30,84,13,16,31,45,36,26,32,27,18,378,53,61,95,88,49
2020-06-03,4289,5890,7621,36071,19,112,187,289,411,298,82,492,142,221,412,376,480,117,1,1,0,0,7,4,0,0,0,6,0,1,0,2,1,4,9,2,16,38,157,1,1,0,12,42,23,0,7,0,2,1,6,5,23,18,43,86,30,35,82,13,15,31,42,41,24,26,23,12,367,49,62,93,85,51
2020-06-04,4081,5685,7436,35967,19,109,195,282,420,303,76,482,139,213,399,375,480,115,0,1,0,0,6,4,0,0,0,6,0,0,0,2,1,5,10,3,16,30,142,2,2,0,11,44,27,0,8,0,3,1,7,5,24,14,45,94,29,34,87,16,14,32,31,43,20,23,24,7,370,53,64,106,76,46
2020-06-05,3895,5316,7257,35763,25,106,201,277,428,299,70,489,136,205,382,380,487,114,0,1,0,0,6,6,0,0,0,6,0,0,0,3,1,4,10,6,15,29,143,2,1,0,11,46,28,0,12,0,2,1,6,9,30,14,49,89,30,35,90,16,9,37,29,39,19,21,26,4,350,53,63,104,72,47
2020-06-06,3657,5066,6979,35557,25,103,197,270,437,296,65,488,130,198,377,388,489,111,0,1,0,0,5,5,0,0,0,5,0,0,0,3,1,2,12,7,14,33,137,1,1,0,6,44,27,1,10,0,3,3,5,19,26,12,44,89,28,37,99,16,10,32,31,29,16,36,25,6,340,61,63,90,69,41
2020-06-07,3585,4808,6556,34960,32,100,195,265,427,288,62,488,115,191,363,393,501,110,0,2,0,0,6,7,0,0,1,5,0,0,0,3,1,3,12,7,13,30,125,1,1,0,5,41,23,1,14,0,3,3,4,29,25,12,46,87,27,37,91,17,13,36,35,27,14,48,24,16,341,58,66,93,61,45
2020-06-08,3240,4703,6405,35014,25,99,197,263,455,294,62,475,108,186,383,386,537,108,1,2,0,0,7,8,0,0,1,6,0,0,0,4,0,2,14,7,14,28,124,1,1,0,3,40,22,1,16,0,3,3,4,46,24,16,38,84,32,33,103,19,14,34,36,29,11,63,20,15,355,55,76,102,59,50
2020-06-09,3002,4500,6196,34996,19,98,203,266,440,297,64,487,100,183,380,389,545,105,1,2,0,0,6,7,0,0,1,5,0,0,0,3,0,2,15,7,13,33,117,1,1,0,4,39,27,3,22,0,4,3,5,59,22,15,35,89,33,32,100,23,15,35,38,27,12,84,22,14,382,51,73,109,62,55
2020-06-10,2875,4289,5890,34657,13,97,203,269,411,290,66,493,93,182,392,389,540,104,2,2,0,0,6,7,0,0,1,5,0,0,0,3,0,2,15,5,11,32,116,1,1,0,3,38,31,3,28,0,4,2,6,64,25,19,34,95,32,30,106,22,15,42,38,23,12,109,21,23,367,51,69,109,61,57
2020-06-11,2785,4081,5685,34007,13,96,201,269,398,290,67,487,88,179,397,390,550,103,2,2,0,0,7,8,0,0,1,6,0,0,0,3,0,1,14,6,10,34,113,0,0,0,2,31,34,3,36,0,4,2,6,74,23,22,30,86,29,31,92,18,17,41,44,19,13,142,23,25,340,47,64,91,63,54
2020-06-12,2726,3895,5316,33386,7,95,212,267,402,294,66,476,85,181,408,387,551,100,2,3,0,0,7,12,0,0,2,6,0,0,0,2,0,1,15,4,11,41,115,0,0,0,2,34,33,4,44,0,4,3,5,88,18,27,25,88,29,30,105,16,19,35,48,22,13,155,19,31,353,49,67,92,54,50
2020-06-13,2722,3657,5066,32911,7,96,213,270,395,293,69,485,88,186,408,385,552,100,3,2,0,0,8,12,0,2,2,6,1,0,0,2,0,2,13,5,13,43,126,1,0,2,4,32,35,3,49,0,4,1,9,88,24,32,28,96,36,30,102,19,22,45,40,24,12,152,20,32,332,51,74,95,53,52
2020-06-14,2641,3585,4808,32469,0,96,221,274,406,293,69,487,93,186,416,377,553,99,3,2,0,0,8,10,1,2,1,6,2,0,0,2,0,1,13,5,13,48,127,1,0,2,4,33,37,3,48,0,4,2,9,92,24,30,26,86,37,30,108,17,19,42,43,22,14,161,20,24,325,53,70,93,53,45
2020-06-15,2584,3240,4703,31870,0,94,219,272,374,289,68,486,92,184,403,380,531,98,3,2,0,0,6,9,1,2,1,4,5,0,0,1,0,1,10,5,11,46,125,1,0,2,4,29,43,4,49,0,4,3,11,96,25,26,29,91,37,32,101,17,21,42,42,21,16,160,26,28,314,56,61,92,51,43
2020-06-16,2565,3002,4500,31447,0,93,223,267,393,285,65,489,90,186,413,381,532,97,3,2,0,0,6,9,1,2,1,4,11,0,0,1,0,1,8,5,11,45,119,1,0,2,4,27,41,2,47,0,2,3,14,91,25,31,31,87,36,30,100,13,19,39,85,24,14,153,28,31,290,60,59,88,55,41
2020-06-17,2590,2875,4289,31337,0,92,223,263,416,277,63,492,92,184,408,383,541,98,3,2,0,0,7,9,1,2,1,5,12,0,0,1,0,1,8,6,11,44,113,2,0,2,7,31,43,2,47,0,2,3,15,98,22,29,26,83,37,27,140,11,19,33,141,25,11,153,32,27,277,64,59,87,51,38
2020-06-18,2517,2785,4081,31119,7,92,215,262,424,275,64,495,96,184,418,385,542,102,3,2,0,0,7,7,1,2,1,5,12,0,0,1,0,1,9,4,12,45,100,3,0,2,8,32,42,2,37,0,1,4,14,95,24,29,25,79,43,27,144,13,17,31,198,25,10,147,30,28,283,60,64,88,56,41
2020-06-19,2506,2726,3895,30973,7,92,204,262,426,277,67,496,95,181,447,390,541,102,3,1,0,0,6,1,1,2,0,4,14,0,0,0,0,3,7,3,10,40,97,4,0,2,9,28,42,1,28,0,1,3,14,83,24,23,24,73,42,26,126,16,16,33,236,24,10,154,32,24,253,56,62,81,62,41
2020-06-20,2242,2722,3657,30861,14,91,203,260,433,281,66,500,92,173,444,388,544,102,2,1,0,1,4,1,1,0,1,3,13,0,0,0,0,2,6,2,8,44,80,3,0,0,9,32,44,2,24,0,0,3,13,85,18,20,25,64,39,27,119,16,13,26,298,21,10,157,33,23,270,52,60,87,67,49
2020-06-21,2119,2641,3585,30682,22,92,212,259,444,286,66,500,89,170,455,393,530,104,2,0,0,2,2,2,0,0,2,3,15,0,0,0,0,3,7,3,10,41,81,3,0,0,11,33,43,2,24,0,1,2,15,80,20,23,23,71,37,27,117,16,14,28,376,18,11,154,31,22,265,54,64,76,74,52
2020-06-22,2113,2584,3240,30568,22,92,213,258,457,296,71,500,86,168,455,391,512,104,1,0,0,2,3,3,0,0,2,3,14,0,0,1,0,3,8,4,13,41,84,3,0,0,13,34,36,1,29,0,1,2,16,74,21,23,23,71,36,25,112,16,13,33,431,18,9,159,29,17,244,52,63,73,71,49
2020-06-23,2402,2565,3002,30466,29,91,211,261,453,299,74,506,82,165,450,398,510,104,1,0,0,2,4,3,0,0,2,4,9,0,0,2,0,3,9,5,14,40,86,3,1,0,14,33,32,2,29,0,1,3,13,79,18,26,25,66,39,28,106,19,13,35,432,16,11,170,27,19,241,52,62,81,66,44
2020-06-24,2324,2590,2875,30435,29,91,202,262,452,307,78,496,78,163,457,405,493,104,0,1,0,2,5,2,0,0,2,5,11,0,0,2,0,3,11,5,13,37,86,2,1,0,11,30,27,2,27,0,1,3,15,76,18,27,32,68,39,28,56,20,12,36,404,18,17,165,24,16,237,49,64,75,70,44
2020-06-25,2197,2517,2785,30335,29,91,201,263,464,310,77,483,75,164,459,413,496,100,0,1,0,2,4,2,0,0,2,4,11,0,0,2,1,3,9,6,11,38,91,1,1,0,13,29,22,4,34,0,1,3,16,77,18,30,36,66,39,31,50,20,12,36,406,20,18,172,25,18,239,48,56,71,68,42
